country,shirt_no,position,player,dob,caps,intl_goals,club,player_id,minutes_played,club_goals,xg,np_xg,assists,xa,has_club_form,np_xg_per90
Brazil,20,MF,Lucas Paquetá,1997-08-27,63,13,Flamengo,7365,2398.0,4.0,5.13420026563108,3.6118626054376364,0.0,2.733525102958083,true,0.1355578125477011
Brazil,21,FW,Luiz Henrique,2001-01-02,15,2,Zenit Saint Petersburg,11030,,,,,,,false,
Brazil,22,FW,Gabriel Martinelli,2001-06-18,23,4,Arsenal,7752,2310.0,8.0,9.213460259139538,9.213460259139538,4.0,5.264152456074953,true,0.3589659841223196
Brazil,23,GK,Ederson Moraes,1993-08-17,32,0,Fenerbahçe,6054,2324.0,0.0,0.0,0.0,4.0,1.1925887912511826,true,0.0
Brazil,24,DF,Roger Ibañez,1998-11-23,7,0,Al-Ahli,2566,,,,,,,false,
Brazil,25,FW,Igor Thiago,2001-06-26,4,2,Brentford,13222,148.0,0.0,0.10944201238453388,0.10944201238453388,0.0,0.11445537582039833,true,0.06655257509870303
Brazil,26,FW,Rayan,2006-08-03,2,1,Bournemouth,6674,3180.0,4.0,3.612480252981186,3.612480252981186,7.0,5.460978699848056,true,0.10224000715984488
Haiti,1,GK,Johny Placide (captain),1988-01-29,82,0,Bastia,,,,,,,,false,
Haiti,2,DF,Carlens Arcus,1996-06-28,56,1,Angers,5756,2077.0,0.0,0.050069019198417664,0.050069019198417664,1.0,1.6900672409683466,true,0.002169577143889066
Haiti,3,DF,Keeto Thermoncy,2006-03-29,1,0,Young Boys,,,,,,,,false,
Haiti,4,DF,Ricardo Adé,1990-05-21,59,2,LDU Quito,,,,,,,,false,
Haiti,5,DF,Hannes Delcroix,1999-02-28,7,0,Lugano,11998,,,,,,,false,
Haiti,6,MF,Carl Sainté,2002-08-09,26,0,El Paso Locomotive FC,,,,,,,,false,
Haiti,7,FW,Derrick Etienne Jr.,1996-11-25,51,8,Toronto FC,,,,,,,,false,
Haiti,8,DF,Martin Expérience,1999-03-09,21,0,Nancy,,,,,,,,false,
Haiti,9,FW,Duckens Nazon,1994-04-07,82,44,Esteghlal,,,,,,,,false,
Haiti,10,MF,Jean-Ricner Bellegarde,1998-06-27,10,0,Wolverhampton Wanderers,7762,1693.0,2.0,1.7939026495441794,1.7939026495441794,7.0,4.052603563293815,true,0.09536399200175792
Haiti,11,FW,Louicius Deedson,2001-02-11,32,10,FC Dallas,,,,,,,,false,
Haiti,12,GK,Alexandre Pierre,2001-02-25,16,0,Sochaux,,,,,,,,false,
Haiti,13,DF,Duke Lacroix,1993-10-14,16,3,Colorado Springs Switchbacks FC,,,,,,,,false,
Haiti,14,DF,Garven Metusala,1999-12-31,16,0,Colorado Springs Switchbacks FC,,,,,,,,false,
Haiti,15,FW,Ruben Providence,2001-07-07,15,3,Almere City,,,,,,,,false,
Haiti,16,FW,Lenny Joseph,2000-10-12,2,1,Ferencváros,,,,,,,,false,
Haiti,17,MF,Danley Jean Jacques,2000-05-20,31,6,Philadelphia Union,10302,,,,,,,false,
Haiti,18,FW,Wilson Isidor,2000-08-27,4,2,Sunderland,,,,,,,,false,
Haiti,19,FW,Yassin Fortuné,1999-01-30,4,0,Vizela,,,,,,,,false,
Haiti,20,FW,Frantzdy Pierrot,1995-03-29,51,34,Çaykur Rizespor,,,,,,,,false,
Haiti,21,FW,Josué Casimir,2001-09-24,7,0,Auxerre,11789,2024.0,4.0,3.7103644404560328,3.7103644404560328,4.0,3.4613285548985004,true,0.1649865610874718
Haiti,22,DF,Jean-Kévin Duverne,1997-07-12,17,1,Gent,8049,549.0,0.0,0.230261473916471,0.230261473916471,0.0,0.09431801736354828,true,0.03774778260925754
Haiti,23,GK,Josué Duverger,2000-04-27,7,0,Cosmos Koblenz,,,,,,,,false,
Haiti,24,DF,Wilguens Paugain,2001-08-24,8,0,Zulte Waregem,,,,,,,,false,
Haiti,25,MF,Dominique Simon,2000-07-29,2,0,Tatran Prešov,,,,,,,,false,
Haiti,26,MF,Woodensky Pierre,2004-12-30,1,0,Violette,,,,,,,,false,
Morocco,1,GK,Yassine Bounou,1991-04-05,90,0,Al-Hilal,,,,,,,,false,
Morocco,2,DF,Achraf Hakimi (captain),1998-11-04,96,11,Paris Saint-Germain,5197,2078.0,4.0,4.160572702996433,4.160572702996433,6.0,7.463568218052387,true,0.18019804777174156
Morocco,3,DF,Noussair Mazraoui,1997-11-14,45,2,Manchester United,10696,2881.0,0.0,0.814534755423665,0.814534755423665,1.0,1.5644007651135325,true,0.025445375907021815
Morocco,4,MF,Sofyan Amrabat,1996-08-21,75,0,Real Betis,7927,180.0,0.0,0.0,0.0,0.0,0.0502852164208889,true,0.0
Morocco,5,DF,Marwane Saâdane,1992-01-17,8,0,Al-Fateh,,,,,,,,false,
Morocco,6,MF,Ayyoub Bouaddi,2007-10-02,3,0,Lille,12162,1112.0,0.0,0.14531910046935081,0.14531910046935081,1.0,0.9552446156740189,true,0.011761437987627313
Morocco,7,MF,Chemsdine Talbi,2005-05-09,5,0,Sunderland,,,,,,,,false,
Morocco,8,MF,Azzedine Ounahi,2000-04-19,49,9,Girona,8328,,,,,,,false,
Morocco,9,FW,Soufiane Rahimi,1996-06-02,27,6,Al Ain,,,,,,,,false,
Morocco,10,FW,Brahim Díaz,1999-08-03,26,14,Real Madrid,6421,1368.0,4.0,6.341729912906885,6.341729912906885,2.0,3.2998767849057913,true,0.41721907321755825
Morocco,11,MF,Ismael Saibari,2001-01-28,31,9,PSV Eindhoven,,,,,,,,false,
Morocco,12,GK,Munir Mohamedi,1989-05-10,52,0,RS Berkane,2106,844.0,4.0,1.4313753638416529,1.4313753638416529,0.0,0.7138976156711578,true,0.1526348136797971
Morocco,13,DF,Zakaria El Ouahdi,2001-12-31,3,0,Genk,,,,,,,,false,
Morocco,14,DF,Issa Diop,1997-01-09,4,0,Fulham,3203,1332.0,0.0,0.48513777554035187,0.48513777554035187,0.0,0.1430980395525694,true,0.03277957942840215
Morocco,15,MF,Samir El Mourabet,2005-10-06,4,0,Strasbourg,,,,,,,,false,
Morocco,16,MF,Gessime Yassine,2005-11-22,5,0,Strasbourg,,,,,,,,false,
Morocco,17,FW,Amine Sbaï,2000-11-05,2,0,Angers,,,,,,,,false,
Morocco,18,DF,Chadi Riad,2003-06-17,6,1,Crystal Palace,11167,90.0,0.0,0.0,0.0,0.0,0.0,true,0.0
Morocco,19,DF,Youssef Belammari,1998-09-20,11,0,Al Ahly,,,,,,,,false,
Morocco,20,FW,Ayoub El Kaabi,1993-06-25,58,23,Olympiacos,,,,,,,,false,
Morocco,21,FW,Ayoube Amaimouni,2004-11-30,2,0,Eintracht Frankfurt,,,,,,,,false,
Morocco,22,GK,Ahmed Reda Tagnaouti,1996-04-05,3,0,AS FAR,,,,,,,,false,
Morocco,23,MF,Bilal El Khannouss,2004-05-10,37,3,VfB Stuttgart,13020,2242.0,2.0,1.4420042671263218,1.4420042671263218,3.0,4.914181550964713,true,0.05788598752960257
Morocco,24,MF,Neil El Aynaoui,2001-07-02,16,2,Roma,12104,1596.0,8.0,4.720273691229522,2.4399882974103093,1.0,2.0569294104352593,true,0.13759332504193472
Morocco,25,DF,Redouane Halhal,2003-03-05,3,0,Mechelen,,,,,,,,false,
Morocco,26,DF,Anass Salah-Eddine,2002-01-18,9,0,PSV Eindhoven,13450,156.0,0.0,0.4623778164386749,0.4623778164386749,1.0,0.04638083651661873,true,0.26675643256077397
Scotland,1,GK,Angus Gunn,1996-01-22,22,0,Nottingham Forest,,,,,,,,false,
Scotland,2,DF,Aaron Hickey,2002-06-10,21,0,Brentford,8942,,,,,,,false,
Scotland,3,DF,Andy Robertson (captain),1994-03-11,94,4,Liverpool,,,,,,,,false,
Scotland,4,MF,Scott McTominay,1996-12-08,70,15,Napoli,5560,2953.0,12.0,8.983609794639051,8.983609794639051,4.0,2.8353318478912115,true,0.2737977925897442
Scotland,5,DF,Grant Hanley,1991-11-20,68,2,Hibernian,,,,,,,,false,
Scotland,6,DF,Kieran Tierney,1997-06-05,56,2,Celtic,8089,227.0,1.0,0.9213433265686035,0.9213433265686035,0.0,1.199159286916256,true,0.3652903056879926
Scotland,7,MF,John McGinn,1994-10-18,86,20,Aston Villa,7723,2247.0,1.0,3.7942231353372335,3.7942231353372335,4.0,3.4790949057787657,true,0.15197155415235916
Scotland,8,MF,Tyler Fletcher,2007-03-19,2,0,Manchester United,,,,,,,,false,
Scotland,9,FW,Lyndon Dykes,1995-10-07,51,10,Charlton Athletic,,,,,,,,false,
Scotland,10,FW,Ché Adams,1996-07-13,47,13,Torino,7700,2650.0,9.0,9.513159267604351,8.751860439777374,3.0,2.1832971647381783,true,0.2972329960679108
Scotland,11,MF,Ryan Christie,1995-02-22,68,10,Bournemouth,10744,2150.0,2.0,1.625680811703205,1.625680811703205,3.0,3.819417158141732,true,0.06805175490850626
Scotland,12,GK,Liam Kelly,1996-01-23,3,0,Rangers,,,,,,,,false,
Scotland,13,DF,Jack Hendry,1995-05-07,38,3,Al-Ettifaq,,,,,,,,false,
Scotland,14,FW,Ross Stewart,1996-07-11,3,0,Southampton,13060,379.0,1.0,0.8806956596672535,0.8806956596672535,0.0,0.0,true,0.20913617248035044
Scotland,15,DF,John Souttar,1996-09-25,24,2,Rangers,,,,,,,,false,
Scotland,16,DF,Dominic Hyam,1995-12-20,4,0,Wrexham,,,,,,,,false,
Scotland,17,FW,Ben Gannon-Doak,2005-11-11,14,1,Bournemouth,11231,,,,,,,false,
Scotland,18,FW,George Hirst,1999-02-15,10,1,Ipswich Town,8563,609.0,3.0,2.7488116063177586,2.7488116063177586,1.0,0.403658552095294,true,0.4062283162045949
Scotland,19,MF,Lewis Ferguson,1999-08-24,24,1,Bologna,11039,974.0,1.0,0.9484940525144339,0.1871952172368765,1.0,1.5487658977508545,true,0.01729729933400296
Scotland,20,FW,Lawrence Shankland,1995-08-10,20,7,Heart of Midlothian,,,,,,,,false,
Scotland,21,GK,Craig Gordon,1982-12-31,84,0,Heart of Midlothian,,,,,,,,false,
Scotland,22,DF,Nathan Patterson,2001-10-16,26,1,Everton,10292,332.0,0.0,0.07110223919153214,0.07110223919153214,1.0,0.4205229729413986,true,0.019274703395294853
Scotland,23,MF,Kenny McLean,1992-01-08,58,3,Norwich City,,,,,,,,false,
Scotland,24,DF,Anthony Ralston,1998-11-16,27,1,Celtic,,,,,,,,false,
Scotland,25,FW,Findlay Curtis,2006-06-09,3,1,Kilmarnock,,,,,,,,false,
Scotland,26,DF,Scott McKenna,1996-11-12,50,1,Dinamo Zagreb,10757,2468.0,0.0,1.1912503112107515,1.1912503112107515,0.0,0.24653062969446182,true,0.04344105672972757
Australia,1,GK,Mathew Ryan (captain),1992-04-08,104,0,Levante,,,,,,,,false,
Australia,2,DF,Miloš Degenek,1994-04-28,57,1,APOEL,,,,,,,,false,
Australia,3,DF,Alessandro Circati,2003-10-10,13,1,Parma,12783,540.0,0.0,0.1777893677353859,0.1777893677353859,0.0,0.02160043828189373,true,0.029631561289230984
Australia,4,DF,Jacob Italiano,2001-07-30,5,0,Grazer AK,,,,,,,,false,
Australia,5,DF,Jordan Bos,2002-10-29,27,4,Feyenoord,,,,,,,,false,
Australia,6,DF,Jason Geria,1993-05-10,14,0,Albirex Niigata,,,,,,,,false,
Australia,7,FW,Mathew Leckie,1991-02-04,80,14,Melbourne City,,,,,,,,false,
Australia,8,MF,Connor Metcalfe,1999-11-05,36,1,FC St. Pauli,12979,340.0,0.0,0.8638678248971701,0.8638678248971701,0.0,0.20646727830171585,true,0.2286708948257215
Australia,9,FW,Mohamed Touré,2004-03-26,10,2,Norwich City,,,,,,,,false,
Australia,10,FW,Ajdin Hrustic,1996-07-05,37,4,Heracles Almelo,,,,,,,,false,
Australia,11,FW,Awer Mabil,1995-09-15,38,10,Castellón,,,,,,,,false,
Australia,12,GK,Paul Izzo,1995-01-06,4,0,Randers,,,,,,,,false,
Australia,13,MF,Aiden O'Neill,1998-07-04,31,0,New York City FC,,,,,,,,false,
Australia,14,MF,Cammy Devlin,1998-06-07,5,0,Heart of Midlothian,,,,,,,,false,
Australia,15,DF,Kai Trewin,2001-05-18,6,0,New York City FC,,,,,,,,false,
Australia,16,DF,Aziz Behich,1990-12-16,84,3,Melbourne City,,,,,,,,false,
Australia,17,FW,Nestory Irankunda,2006-02-09,15,5,Watford,,,,,,,,false,
Australia,18,GK,Patrick Beach,2003-08-06,2,0,Melbourne City,,,,,,,,false,
Australia,19,DF,Harry Souttar,1998-10-22,38,11,Leicester City,,,,,,,,false,
Australia,20,FW,Cristian Volpato,2003-11-15,1,0,Sassuolo,10084,,,,,,,false,
Australia,21,DF,Cameron Burgess,1995-10-21,27,0,Swansea City,12755,1538.0,0.0,0.9312757514417171,0.9312757514417171,2.0,0.376679259352386,true,0.05449598025341648
Australia,22,MF,Jackson Irvine,1993-03-07,82,14,FC St. Pauli,12978,2610.0,0.0,3.682750564068556,3.682750564068556,6.0,4.798954357858747,true,0.1269913987609847
Australia,23,FW,Nishan Velupillay,2001-05-07,7,3,Melbourne Victory,,,,,,,,false,
Australia,24,MF,Paul Okon-Engstler,2005-01-24,6,0,Sydney FC,,,,,,,,false,
Australia,25,DF,Lucas Herrington,2007-09-05,4,0,Colorado Rapids,,,,,,,,false,
Australia,26,FW,Tete Yengi,2000-11-28,1,1,Machida Zelvia,,,,,,,,false,
Paraguay,1,GK,Gatito Fernández,1988-03-29,31,0,Cerro Porteño,4193,90.0,0.0,0.0,0.0,0.0,0.0,true,0.0
Paraguay,2,DF,Gustavo Velázquez,1991-04-17,13,1,Cerro Porteño,,,,,,,,false,
Paraguay,3,DF,Omar Alderete,1996-12-26,36,3,Sunderland,8986,2999.0,1.0,2.1423439290374517,2.1423439290374517,0.0,0.9147684648633003,true,0.06429174845394153
Paraguay,4,DF,Juan José Cáceres,2000-06-01,17,0,Dynamo Moscow,,,,,,,,false,
Paraguay,5,DF,Fabián Balbuena,1991-08-23,48,2,Grêmio,2447,1911.0,4.0,4.621170435100794,4.621170435100794,5.0,4.917103078216314,true,0.21763754011463707
Paraguay,6,DF,Júnior Alonso,1993-02-09,71,3,Atlético Mineiro,,,,,,,,false,
Paraguay,7,MF,Ramón Sosa,1999-08-31,29,1,Palmeiras,13021,246.0,1.0,1.1310514248907566,1.1310514248907566,0.0,0.6833146139979362,true,0.4137993017893012
Paraguay,8,MF,Diego Gómez,2003-03-27,24,3,Brighton & Hove Albion,13364,487.0,1.0,0.8773256950080395,0.8773256950080395,0.0,1.5821922849863768,true,0.16213411201380606
Paraguay,9,FW,Antonio Sanabria,1996-03-04,48,7,Cremonese,2217,1321.0,2.0,2.5742118433117867,1.812913067638874,1.0,0.31946961581707,true,0.12351413784065002
Paraguay,10,MF,Miguel Almirón,1994-02-10,76,10,Atlanta United FC,7420,138.0,0.0,0.4826713129878044,0.4826713129878044,0.0,0.16637674160301685,true,0.3147856389050898
Paraguay,11,MF,Maurício,2001-06-22,3,0,Palmeiras,,,,,,,,false,
Paraguay,12,GK,Orlando Gill,2000-06-11,6,0,San Lorenzo,,,,,,,,false,
Paraguay,13,DF,José Canale,1996-07-20,2,0,Lanús,,,,,,,,false,
Paraguay,14,MF,Andrés Cubas,1996-05-11,33,0,Vancouver Whitecaps FC,,,,,,,,false,
Paraguay,15,DF,Gustavo Gómez (captain),1993-05-06,89,4,Palmeiras,,,,,,,,false,
Paraguay,16,MF,Damián Bobadilla,2001-07-11,19,1,São Paulo,,,,,,,,false,
Paraguay,17,FW,Kaku,1995-01-11,33,6,Al Ain,,,,,,,,false,
Paraguay,18,FW,Álex Arce,1995-06-16,15,1,Independiente Rivadavia,,,,,,,,false,
Paraguay,19,FW,Julio Enciso,2004-01-23,32,4,Strasbourg,11058,1168.0,2.0,2.7400452066212893,2.7400452066212893,3.0,2.227620951831341,true,0.21113362037321579
Paraguay,20,MF,Braian Ojeda,2000-06-27,17,0,Orlando City SC,,,,,,,,false,
Paraguay,21,FW,Gabriel Ávalos,1991-07-09,23,2,Independiente,493,,,,,,,false,
Paraguay,22,GK,Gastón Olveira,1993-04-21,1,0,Olimpia,,,,,,,,false,
Paraguay,23,MF,Matías Galarza,2002-02-11,15,3,Atlanta United FC,,,,,,,,false,
Paraguay,24,MF,Gustavo Caballero,2001-09-21,2,1,Portsmouth,,,,,,,,false,
Paraguay,25,FW,Isidro Pitta,1999-08-14,5,0,Red Bull Bragantino,,,,,,,,false,
Paraguay,26,DF,Alexandro Maidana,2005-07-26,2,1,Talleres,,,,,,,,false,
Turkey,1,GK,Mert Günok,1989-03-01,37,0,Fenerbahçe,,,,,,,,false,
Turkey,2,DF,Zeki Çelik,1997-02-17,61,3,Roma,6872,2270.0,0.0,0.6175438268110156,0.6175438268110156,2.0,1.8601762130856514,true,0.02448411648149401
Turkey,3,DF,Merih Demiral,1998-03-05,62,6,Al-Ahli,,,,,,,,false,
Turkey,4,DF,Çağlar Söyüncü,1996-05-23,60,2,Fenerbahçe,5264,,,,,,,false,
Turkey,5,MF,Salih Özcan,1998-01-11,30,1,Borussia Dortmund,5294,697.0,0.0,0.28368512401357293,0.28368512401357293,0.0,0.9563110340386629,true,0.03663079076215432
Turkey,6,MF,Orkun Kökçü,2000-12-29,50,4,Beşiktaş,,,,,,,,false,
Turkey,7,FW,Kerem Aktürkoğlu,1998-10-21,52,15,Fenerbahçe,,,,,,,,false,
Turkey,8,FW,Arda Güler,2005-02-25,29,6,Real Madrid,12190,1252.0,3.0,3.9991090446710587,3.9991090446710587,4.0,6.170168276876211,true,0.287475889792648
Turkey,9,FW,Deniz Gül,2004-07-02,8,2,Porto,,,,,,,,false,
Turkey,10,MF,Hakan Çalhanoğlu (captain),1994-02-08,105,22,Inter Milan,189,1999.0,5.0,4.414205387234688,1.3690101206302643,6.0,7.045005705207586,true,0.061636273565144464
Turkey,11,FW,Kenan Yıldız,2005-05-04,28,5,Juventus,11942,2414.0,7.0,4.914883994497359,4.914883994497359,4.0,5.661711638793349,true,0.18323925414447484
Turkey,12,GK,Altay Bayındır,1998-04-14,12,0,Manchester United,12054,360.0,0.0,0.0,0.0,0.0,0.0,true,0.0
Turkey,13,DF,Eren Elmalı,2000-07-07,23,0,Galatasaray,,,,,,,,false,
Turkey,14,DF,Abdülkerim Bardakcı,1994-09-07,27,2,Galatasaray,,,,,,,,false,
Turkey,15,DF,Ozan Kabak,2000-03-25,30,2,TSG Hoffenheim,7376,,,,,,,false,
Turkey,16,MF,İsmail Yüksek,1999-01-26,32,1,Fenerbahçe,,,,,,,,false,
Turkey,17,FW,İrfan Can Kahveci,1995-07-15,47,6,Kasımpaşa,,,,,,,,false,
Turkey,18,DF,Mert Müldür,1999-04-03,45,3,Fenerbahçe,,,,,,,,false,
Turkey,19,FW,Yunus Akgün,2000-07-07,19,4,Galatasaray,,,,,,,,false,
Turkey,20,DF,Ferdi Kadıoğlu,1999-10-07,30,2,Brighton & Hove Albion,13066,401.0,1.0,0.6023932620882988,0.6023932620882988,0.0,0.16455989610403776,true,0.13520048276295982
Turkey,21,FW,Barış Alper Yılmaz,2000-05-23,35,4,Galatasaray,,,,,,,,false,
Turkey,22,MF,Kaan Ayhan,1994-11-10,73,5,Galatasaray,,,,,,,,false,
Turkey,23,GK,Uğurcan Çakır,1996-04-05,39,0,Galatasaray,,,,,,,,false,
Turkey,24,FW,Oğuz Aydın,2000-10-27,11,0,Fenerbahçe,,,,,,,,false,
Turkey,25,DF,Samet Akaydin,1994-03-13,19,1,Çaykur Rizespor,,,,,,,,false,
Turkey,26,FW,Can Uzun,2005-11-11,6,1,Eintracht Frankfurt,12954,637.0,4.0,3.4531076848506927,3.4531076848506927,1.0,0.9417958408594131,true,0.48788020665080434
United States,1,GK,Matt Turner,1994-06-24,54,0,New England Revolution,10700,,,,,,,false,
United States,2,DF,Sergiño Dest,2000-11-03,39,3,PSV Eindhoven,,,,,,,,false,
United States,3,DF,Chris Richards,2000-03-28,36,3,Crystal Palace,8430,1925.0,1.0,1.6956392526626587,1.6956392526626587,0.0,0.11428104154765606,true,0.0792766403842282
United States,4,MF,Tyler Adams,1999-02-14,54,2,Bournemouth,7352,1965.0,0.0,1.4070341289043427,1.4070341289043427,3.0,1.5068945437669754,true,0.06444431124752714
United States,5,DF,Antonee Robinson,1997-08-08,54,5,Fulham,8940,3166.0,0.0,1.0538900159299374,1.0538900159299374,10.0,4.40445202216506,true,0.029958970762379775
United States,6,DF,Auston Trusty,1998-08-12,8,0,Celtic,11732,,,,,,,false,
United States,7,MF,Giovanni Reyna,2002-11-13,38,9,Borussia Mönchengladbach,8191,321.0,2.0,0.1583574116230011,0.1583574116230011,0.0,0.4603080227971077,true,0.044399274286822735
United States,8,MF,Weston McKennie,1998-08-28,66,12,Juventus,5360,2334.0,2.0,2.9408072270452976,2.9408072270452976,4.0,4.656233137473464,true,0.1133987362613868
United States,9,FW,Ricardo Pepi,2003-01-09,37,13,PSV Eindhoven,,,,,,,,false,
United States,10,FW,Christian Pulisic,1998-09-18,86,33,Milan,2662,2518.0,11.0,11.676121918484569,8.63092665374279,9.0,7.215573945082724,true,0.30849221558254614
United States,11,FW,Brenden Aaronson,2000-10-22,58,9,Leeds United,10751,,,,,,,false,
United States,12,DF,Miles Robinson,1997-03-14,40,3,FC Cincinnati,,,,,,,,false,
United States,13,DF,Tim Ream (captain),1987-10-05,82,1,Charlotte FC,7184,,,,,,,false,
United States,14,MF,Sebastian Berhalter,2001-05-10,13,1,Vancouver Whitecaps FC,,,,,,,,false,
United States,15,MF,Cristian Roldan,1995-06-03,47,0,Seattle Sounders FC,,,,,,,,false,
United States,16,DF,Alex Freeman,2004-08-09,17,2,Villarreal,,,,,,,,false,
United States,17,MF,Malik Tillman,2002-05-28,30,3,Bayer Leverkusen,,,,,,,,false,
United States,18,DF,Max Arfsten,2001-04-19,20,1,Columbus Crew,,,,,,,,false,
United States,19,FW,Haji Wright,1998-03-27,20,7,Coventry City,,,,,,,,false,
United States,20,FW,Folarin Balogun,2001-07-03,27,9,Monaco,9690,622.0,4.0,5.158384792506695,5.158384792506695,0.0,1.1299745421856642,true,0.7463900825170459
United States,21,FW,Timothy Weah,2000-02-22,51,7,Marseille,6601,1636.0,5.0,3.7299512615427375,3.7299512615427375,2.0,1.9956131614744663,true,0.2051929178110308
United States,22,DF,Mark McKenzie,1999-02-25,29,0,Toulouse,12842,2504.0,1.0,1.791058113798499,1.791058113798499,1.0,0.46686111204326153,true,0.06437509194962657
United States,23,DF,Joe Scally,2002-12-31,26,0,Borussia Mönchengladbach,9674,2605.0,0.0,0.26536615565419197,0.26536615565419197,0.0,1.484907627105713,true,0.009168120540835807
United States,24,GK,Matt Freese,1998-09-02,15,0,New York City FC,,,,,,,,false,
United States,25,GK,Chris Brady,2004-03-03,1,0,Chicago Fire FC,,,,,,,,false,
United States,26,FW,Alejandro Zendejas,1998-02-07,14,2,América,,,,,,,,false,
Curaçao,1,GK,Eloy Room,1989-02-06,71,0,Miami FC,,,,,,,,false,
Curaçao,2,DF,Shurandy Sambo,2001-08-19,8,0,Sparta Rotterdam,,,,,,,,false,
Curaçao,3,DF,Juriën Gaari,1993-12-23,60,1,Abha,,,,,,,,false,
Curaçao,4,DF,Roshon van Eijma,1998-06-09,28,1,RKC Waalwijk,,,,,,,,false,
Curaçao,5,DF,Sherel Floranus,1998-08-23,28,0,PEC Zwolle,,,,,,,,false,
Curaçao,6,MF,Godfried Roemeratoe,1999-08-19,28,1,RKC Waalwijk,,,,,,,,false,
Curaçao,7,MF,Juninho Bacuna,1997-08-07,49,15,Volendam,,,,,,,,false,
Curaçao,8,MF,Livano Comenencia,2004-02-03,20,2,Zürich,,,,,,,,false,
Curaçao,9,FW,Jürgen Locadia,1993-11-07,13,1,Miami FC,,,,,,,,false,
Curaçao,10,MF,Leandro Bacuna (captain),1991-08-21,72,16,Iğdır,,,,,,,,false,
Curaçao,11,FW,Jeremy Antonisse,2002-03-29,27,4,Kifisia,,,,,,,,false,
Curaçao,12,FW,Sontje Hansen,2002-05-18,6,1,Middlesbrough,,,,,,,,false,
Curaçao,13,FW,Tyrese Noslin,2002-09-11,7,1,Telstar,,,,,,,,false,
Curaçao,14,FW,Kenji Gorré,1994-09-29,38,6,Maccabi Haifa,,,,,,,,false,
Curaçao,15,MF,Ar'jany Martha,2003-09-04,9,2,Rotherham United,,,,,,,,false,
Curaçao,16,FW,Jearl Margaritha,2000-04-10,22,5,Beveren,,,,,,,,false,
Curaçao,17,FW,Brandley Kuwas,1992-09-19,35,2,Volendam,,,,,,,,false,
Curaçao,18,DF,Armando Obispo,1999-03-05,6,0,PSV Eindhoven,,,,,,,,false,
Curaçao,19,FW,Gervane Kastaneer,1996-06-09,29,9,Terengganu,,,,,,,,false,
Curaçao,20,DF,Joshua Brenet,1994-03-20,18,2,Kayserispor,,,,,,,,false,
Curaçao,21,MF,Tahith Chong,1999-12-04,6,3,Sheffield United,7439,,,,,,,false,
Curaçao,22,MF,Kevin Felida,1999-11-11,19,1,Den Bosch,4202,,,,,,,false,
Curaçao,23,DF,Riechedly Bazoer,1996-10-12,5,0,Konyaspor,,,,,,,,false,
Curaçao,24,DF,Deveron Fonville,2003-05-16,2,0,NEC,,,,,,,,false,
Curaçao,25,GK,Tyrick Bodak,2002-05-15,4,0,Telstar,,,,,,,,false,
Curaçao,26,GK,Trevor Doornbusch,1999-07-06,8,0,VVV-Venlo,,,,,,,,false,
Ecuador,1,GK,Hernán Galíndez,1987-03-30,35,0,Huracán,,,,,,,,false,
Ecuador,2,DF,Félix Torres,1997-01-11,49,5,Internacional,,,,,,,,false,
Ecuador,3,DF,Piero Hincapié,2002-01-09,52,3,Arsenal,9911,2669.0,2.0,3.520486763678491,3.520486763678491,2.0,3.105824388563633,true,0.11871255478870896
Ecuador,4,DF,Joel Ordóñez,2004-04-21,17,0,Club Brugge,,,,,,,,false,
Ecuador,5,MF,Jordy Alcívar,1999-08-05,11,1,Independiente del Valle,,,,,,,,false,
Ecuador,6,DF,Willian Pacho,2001-10-16,34,2,Paris Saint-Germain,700,240.0,0.0,0.2559743635356426,0.2559743635356426,0.0,0.29619523137807846,true,0.09599038632586598
Ecuador,7,DF,Pervis Estupiñán,1998-01-21,54,5,Milan,5136,2404.0,1.0,1.3183485567569733,1.3183485567569733,1.0,2.320820614695549,true,0.04935581119306472
Ecuador,8,MF,Anthony Valencia,2003-07-21,3,1,Antwerp,,,,,,,,false,
Ecuador,9,FW,John Yeboah,2000-06-23,23,3,Venezia,7234,1198.0,1.0,2.5314945550635457,2.5314945550635457,1.0,2.961378918029368,true,0.19017905672430643
Ecuador,10,MF,Kendry Páez,2007-05-04,26,2,River Plate,,,,,,,,false,
Ecuador,11,FW,Kevin Rodríguez,2000-03-04,31,2,Union Saint-Gilloise,4202,,,,,,,false,
Ecuador,12,GK,Moisés Ramírez,2000-09-09,7,0,Kifisia,,,,,,,,false,
Ecuador,13,FW,Enner Valencia (captain),1989-11-04,105,49,Pachuca,,,,,,,,false,
Ecuador,14,MF,Alan Minda,2003-05-14,20,2,Atlético Mineiro,,,,,,,,false,
Ecuador,15,MF,Pedro Vite,2002-03-09,17,1,Pumas UNAM,687,1057.0,10.0,6.393306020647287,4.870708409696817,1.0,1.4419082198292017,true,0.41472446250966283
Ecuador,16,FW,Jordy Caicedo,1997-11-18,20,4,Huracán,,,,,,,,false,
Ecuador,17,DF,Ángelo Preciado,1998-02-18,55,0,Atlético Mineiro,11818,,,,,,,false,
Ecuador,18,MF,Denil Castillo,2004-03-24,5,0,Midtjylland,,,,,,,,false,
Ecuador,19,FW,Gonzalo Plata,2000-11-01,50,8,Flamengo,,,,,,,,false,
Ecuador,20,FW,Nilson Angulo,2003-06-19,14,2,Sunderland,,,,,,,,false,
